ABC139, 2024-09-23 17:14:35.057385+00:00, 2024-09-23 17:22:52.523265+00:00, 0:08:17.465880
ABC301, 2024-09-23 17:12:18.555894+00:00, 2024-09-23 17:22:57.540221+00:00, 0:10:38.984327
ABC990, 2024-09-23 17:19:24.171096+00:00, 2024-09-23 17:23:07.555433+00:00, 0:03:43.384337
ABC729, 2024-09-23 17:01:10+00:00, 2024-09-23 17:23:12.557178+00:00, 0:22:02.557178
ABC279, 2024-09-23 17:18:01.863894+00:00, 2024-09-23 17:23:17.568012+00:00, 0:05:15.704118
ABC467, 2024-09-23 16:53:28+00:00, 2024-09-23 17:23:22.581707+00:00, 0:29:54.581707
ABC686, 2024-09-23 16:55:37+00:00, 2024-09-23 17:23:27.584896+00:00, 0:27:50.584896
ABC887, 2024-09-23 17:00:18+00:00, 2024-09-23 17:23:32.589146+00:00, 0:23:14.589146
ABC633, 2024-09-23 17:15:53.341589+00:00, 2024-09-23 17:23:37.591895+00:00, 0:07:44.250306
ABC302, 2024-09-23 17:21:56.673179+00:00, 2024-09-23 17:23:42.596044+00:00, 0:01:45.922865
ABC316, 2024-09-23 17:12:22.562965+00:00, 2024-09-23 17:23:47.612537+00:00, 0:11:25.049572
ABC438, 2024-09-23 16:57:53+00:00, 2024-09-23 17:23:57.618904+00:00, 0:26:04.618904
ABC413, 2024-09-23 17:04:15+00:00, 2024-09-23 17:24:02.629620+00:00, 0:19:47.629620
ABC564, 2024-09-23 17:09:03.970897+00:00, 2024-09-23 17:24:07.632348+00:00, 0:15:03.661451
ABC162, 2024-09-23 17:17:15.718577+00:00, 2024-09-23 17:24:12.633652+00:00, 0:06:56.915075
ABC808, 2024-09-23 17:15:15.236813+00:00, 2024-09-23 17:24:22.642031+00:00, 0:09:07.405218
ABC227, 2024-09-23 16:50:28+00:00, 2024-09-23 17:24:32.656526+00:00, 0:34:04.656526
ABC799, 2024-09-23 17:04:33+00:00, 2024-09-23 17:24:37.659548+00:00, 0:20:04.659548
ABC115, 2024-09-23 16:50:46+00:00, 2024-09-23 17:24:47.674876+00:00, 0:34:01.674876
ABC33, 2024-09-23 16:57:15+00:00, 2024-09-23 17:25:02.692044+00:00, 0:27:47.692044
ABC477, 2024-09-23 16:55:41+00:00, 2024-09-23 17:25:07.701643+00:00, 0:29:26.701643
ABC292, 2024-09-23 17:00:02+00:00, 2024-09-23 17:25:12.704888+00:00, 0:25:10.704888
ABC998, 2024-09-23 17:02:10+00:00, 2024-09-23 17:25:17.713443+00:00, 0:23:07.713443
ABC253, 2024-09-23 16:59:20+00:00, 2024-09-23 17:25:27.719986+00:00, 0:26:07.719986
ABC505, 2024-09-23 16:36:12+00:00, 2024-09-23 17:25:37.729364+00:00, 0:49:25.729364
ABC207, 2024-09-23 17:02:40+00:00, 2024-09-23 17:25:42.735754+00:00, 0:23:02.735754
ABC334, 2024-09-23 16:39:11+00:00, 2024-09-23 17:25:47.738485+00:00, 0:46:36.738485
ABC987, 2024-09-23 17:22:20.757614+00:00, 2024-09-23 17:25:52.758510+00:00, 0:03:32.000896
ABC618, 2024-09-23 17:25:07.747162+00:00, 2024-09-23 17:25:57.760704+00:00, 0:00:50.013542
ABC441, 2024-09-23 17:08:39.904864+00:00, 2024-09-23 17:26:02.767524+00:00, 0:17:22.862660
ABC444, 2024-09-23 17:15:21.252792+00:00, 2024-09-23 17:26:07.773851+00:00, 0:10:46.521059
ABC723, 2024-09-23 17:25:21.832361+00:00, 2024-09-23 17:26:12.783194+00:00, 0:00:50.950833
ABC912, 2024-09-23 16:56:39+00:00, 2024-09-23 17:26:17.785380+00:00, 0:29:38.785380
ABC941, 2024-09-23 17:16:03.364090+00:00, 2024-09-23 17:26:22.793428+00:00, 0:10:19.429338
ABC231, 2024-09-23 16:46:41+00:00, 2024-09-23 17:26:32.803096+00:00, 0:39:51.803096
ABC26, 2024-09-23 17:20:02.274527+00:00, 2024-09-23 17:26:37.806883+00:00, 0:06:35.532356
ABC372, 2024-09-23 17:22:42.858514+00:00, 2024-09-23 17:26:42.812650+00:00, 0:03:59.954136
ABC361, 2024-09-23 17:21:44.617906+00:00, 2024-09-23 17:26:57.824995+00:00, 0:05:13.207089
ABC481, 2024-09-23 17:21:30.594294+00:00, 2024-09-23 17:27:02.830735+00:00, 0:05:32.236441
ABC910, 2024-09-23 17:21:26.564883+00:00, 2024-09-23 17:27:07.853353+00:00, 0:05:41.288470
ABC351, 2024-09-23 16:25:16+00:00, 2024-09-23 17:27:12.859812+00:00, 1:01:56.859812
ABC966, 2024-09-23 16:33:39+00:00, 2024-09-23 17:27:27.880975+00:00, 0:53:48.880975
ABC438, 2024-09-23 17:25:09.752823+00:00, 2024-09-23 17:27:32.889662+00:00, 0:02:23.136839
ABC382, 2024-09-23 17:26:44.058035+00:00, 2024-09-23 17:27:42.898457+00:00, 0:00:58.840422
ABC640, 2024-09-23 17:15:23.259933+00:00, 2024-09-23 17:27:47.907306+00:00, 0:12:24.647373
ABC298, 2024-09-23 17:02:54+00:00, 2024-09-23 17:28:02.926792+00:00, 0:25:08.926792
ABC381, 2024-09-23 17:22:26.787759+00:00, 2024-09-23 17:28:07.933995+00:00, 0:05:41.146236
ABC141, 2024-09-23 17:02:04+00:00, 2024-09-23 17:28:12.938463+00:00, 0:26:08.938463
ABC490, 2024-09-23 17:17:07.688917+00:00, 2024-09-23 17:28:22.952792+00:00, 0:11:15.263875
ABC209, 2024-09-23 17:24:17.176603+00:00, 2024-09-23 17:28:32.970136+00:00, 0:04:15.793533
ABC928, 2024-09-23 17:21:00.466907+00:00, 2024-09-23 17:28:37.971914+00:00, 0:07:37.505007
ABC156, 2024-09-23 17:27:08.137253+00:00, 2024-09-23 17:28:47.987696+00:00, 0:01:39.850443
ABC485, 2024-09-23 16:37:02+00:00, 2024-09-23 17:28:52.989204+00:00, 0:51:50.989204
ABC853, 2024-09-23 17:24:23.641347+00:00, 2024-09-23 17:28:57.996326+00:00, 0:04:34.354979
ABC591, 2024-09-23 17:10:30.292865+00:00, 2024-09-23 17:29:02.999526+00:00, 0:18:32.706661
ABC201, 2024-09-23 17:21:36.603591+00:00, 2024-09-23 17:29:13.009990+00:00, 0:07:36.406399
ABC579, 2024-09-23 17:18:09.935820+00:00, 2024-09-23 17:29:18.013460+00:00, 0:11:08.077640
ABC236, 2024-09-23 17:28:10.366268+00:00, 2024-09-23 17:29:23.017160+00:00, 0:01:12.650892
ABC748, 2024-09-23 16:59:44+00:00, 2024-09-23 17:29:33.027356+00:00, 0:29:49.027356
ABC228, 2024-09-23 17:27:36.233287+00:00, 2024-09-23 17:29:48.046874+00:00, 0:02:11.813587
ABC948, 2024-09-23 17:21:52.644122+00:00, 2024-09-23 17:29:53.056038+00:00, 0:08:00.411916
ABC253, 2024-09-23 17:28:16.378709+00:00, 2024-09-23 17:29:58.059041+00:00, 0:01:41.680332
ABC768, 2024-09-23 16:40:52+00:00, 2024-09-23 17:30:03.062883+00:00, 0:49:11.062883
ABC654, 2024-09-23 17:28:38.513231+00:00, 2024-09-23 17:30:08.066720+00:00, 0:01:29.553489
ABC944, 2024-09-23 16:40:30+00:00, 2024-09-23 17:30:23.079831+00:00, 0:49:53.079831
ABC87, 2024-09-23 16:53:42+00:00, 2024-09-23 17:30:38.098262+00:00, 0:36:56.098262
ABC390, 2024-09-23 17:18:29.995338+00:00, 2024-09-23 17:30:48.108033+00:00, 0:12:18.112695
ABC307, 2024-09-23 16:55:01+00:00, 2024-09-23 17:30:53.114752+00:00, 0:35:52.114752
ABC113, 2024-09-23 17:24:41.679401+00:00, 2024-09-23 17:30:58.117375+00:00, 0:06:16.437974
ABC427, 2024-09-23 17:22:52.896542+00:00, 2024-09-23 17:31:03.120647+00:00, 0:08:10.224105
ABC218, 2024-09-23 17:11:02.400503+00:00, 2024-09-23 17:31:08.123752+00:00, 0:20:05.723249
ABC571, 2024-09-23 17:22:40.855839+00:00, 2024-09-23 17:31:18.130852+00:00, 0:08:37.275013
ABC453, 2024-09-23 17:29:58.781374+00:00, 2024-09-23 17:31:22.182726+00:00, 0:01:23.401352
ABC347, 2024-09-23 17:21:40.613236+00:00, 2024-09-23 17:31:27.191022+00:00, 0:09:46.577786
ABC99, 2024-09-23 17:30:28.892096+00:00, 2024-09-23 17:31:32.196545+00:00, 0:01:03.304449
ABC490, 2024-09-23 17:29:30.672997+00:00, 2024-09-23 17:31:37.198879+00:00, 0:02:06.525882
ABC870, 2024-09-23 17:05:25.350213+00:00, 2024-09-23 17:31:42.202573+00:00, 0:26:16.852360
ABC767, 2024-09-23 16:44:16+00:00, 2024-09-23 17:31:47.210595+00:00, 0:47:31.210595
ABC784, 2024-09-23 17:25:57.932614+00:00, 2024-09-23 17:31:52.214707+00:00, 0:05:54.282093
ABC24, 2024-09-23 16:24:20+00:00, 2024-09-23 17:31:57.221236+00:00, 1:07:37.221236
ABC458, 2024-09-23 17:04:59+00:00, 2024-09-23 17:32:02.225755+00:00, 0:27:03.225755
ABC178, 2024-09-23 17:11:54.537157+00:00, 2024-09-23 17:32:07.228331+00:00, 0:20:12.691174
ABC740, 2024-09-23 17:24:55.725849+00:00, 2024-09-23 17:32:12.231146+00:00, 0:07:16.505297
ABC131, 2024-09-23 17:06:01.453843+00:00, 2024-09-23 17:32:17.240303+00:00, 0:26:15.786460
ABC741, 2024-09-23 17:20:44.425868+00:00, 2024-09-23 17:32:22.243494+00:00, 0:11:37.817626
ABC714, 2024-09-23 17:23:43.048374+00:00, 2024-09-23 17:32:27.246838+00:00, 0:08:44.198464
ABC342, 2024-09-23 17:28:42.526440+00:00, 2024-09-23 17:32:32.253193+00:00, 0:03:49.726753
ABC614, 2024-09-23 16:56:53+00:00, 2024-09-23 17:32:37.256807+00:00, 0:35:44.256807
ABC315, 2024-09-23 16:26:22+00:00, 2024-09-23 17:32:42.260333+00:00, 1:06:20.260333
ABC923, 2024-09-23 16:52:02+00:00, 2024-09-23 17:32:52.265048+00:00, 0:40:50.265048
ABC245, 2024-09-23 17:21:08.504191+00:00, 2024-09-23 17:32:57.269704+00:00, 0:11:48.765513
ABC607, 2024-09-23 16:54:21+00:00, 2024-09-23 17:33:02.278101+00:00, 0:38:41.278101
ABC831, 2024-09-23 17:18:48.066838+00:00, 2024-09-23 17:33:07.288459+00:00, 0:14:19.221621
ABC857, 2024-09-23 17:26:26.003996+00:00, 2024-09-23 17:33:12.293985+00:00, 0:06:46.289989
ABC719, 2024-09-23 16:54:37+00:00, 2024-09-23 17:33:17.298288+00:00, 0:38:40.298288
ABC813, 2024-09-23 16:55:25+00:00, 2024-09-23 17:33:27.304795+00:00, 0:38:02.304795
ABC739, 2024-09-23 17:22:48.891748+00:00, 2024-09-23 17:33:32.311472+00:00, 0:10:43.419724
ABC983, 2024-09-23 16:47:53+00:00, 2024-09-23 17:33:37.317778+00:00, 0:45:44.317778
ABC109, 2024-09-23 17:08:51.942029+00:00, 2024-09-23 17:33:42.318754+00:00, 0:24:50.376725
ABC588, 2024-09-23 17:27:14.162023+00:00, 2024-09-23 17:33:43.706409+00:00, 0:06:29.544386
ABC697, 2024-09-23 16:45:18+00:00, 2024-09-23 17:33:48.708611+00:00, 0:48:30.708611
ABC869, 2024-09-23 16:55:35+00:00, 2024-09-23 17:33:53.715282+00:00, 0:38:18.715282
ABC403, 2024-09-23 17:31:13.056418+00:00, 2024-09-23 17:33:58.727822+00:00, 0:02:45.671404
ABC335, 2024-09-23 17:28:26.414385+00:00, 2024-09-23 17:34:03.732951+00:00, 0:05:37.318566
ABC973, 2024-09-23 17:30:08.804197+00:00, 2024-09-23 17:34:08.738076+00:00, 0:03:59.933879
ABC652, 2024-09-23 17:36:38.282376+00:00, 2024-09-23 17:36:42.537566+00:00, 0:00:04.255190
ABC927, 2024-09-23 17:36:43.290454+00:00, 2024-09-23 17:36:47.542233+00:00, 0:00:04.251779
ABC683, 2024-09-23 17:36:53.298936+00:00, 2024-09-23 17:37:02.576557+00:00, 0:00:09.277621
ABC93, 2024-09-23 17:36:48.295202+00:00, 2024-09-23 17:37:07.579680+00:00, 0:00:19.284478
ABC20, 2024-09-23 17:37:08.312402+00:00, 2024-09-23 17:37:12.584116+00:00, 0:00:04.271714
ABC500, 2024-09-23 17:36:58.303787+00:00, 2024-09-23 17:37:17.589121+00:00, 0:00:19.285334
ABC729, 2024-09-23 17:37:23.331850+00:00, 2024-09-23 17:37:27.607490+00:00, 0:00:04.275640
ABC372, 2024-09-23 17:37:33.348894+00:00, 2024-09-23 17:37:37.618815+00:00, 0:00:04.269921
ABC389, 2024-09-23 17:37:13.318942+00:00, 2024-09-23 17:37:42.621509+00:00, 0:00:29.302567
ABC785, 2024-09-23 17:37:28.336423+00:00, 2024-09-23 17:37:47.625376+00:00, 0:00:19.288953
ABC684, 2024-09-23 17:37:48.359690+00:00, 2024-09-23 17:37:52.627924+00:00, 0:00:04.268234
ABC975, 2024-09-23 17:37:53.364110+00:00, 2024-09-23 17:37:57.632900+00:00, 0:00:04.268790
ABC133, 2024-09-23 17:37:58.367498+00:00, 2024-09-23 17:38:07.661553+00:00, 0:00:09.294055
ABC212, 2024-09-23 17:37:18.325380+00:00, 2024-09-23 17:38:17.674327+00:00, 0:00:59.348947
ABC818, 2024-09-23 17:38:18.398096+00:00, 2024-09-23 17:38:22.676824+00:00, 0:00:04.278728
ABC590, 2024-09-23 17:38:08.375268+00:00, 2024-09-23 17:38:27.680265+00:00, 0:00:19.304997
ABC479, 2024-09-23 17:38:13.387237+00:00, 2024-09-23 17:38:32.689642+00:00, 0:00:19.302405
ABC222, 2024-09-23 17:38:03.371163+00:00, 2024-09-23 17:38:37.711247+00:00, 0:00:34.340084
ABC532, 2024-09-23 17:37:43.356471+00:00, 2024-09-23 17:38:42.719073+00:00, 0:00:59.362602
ABC157, 2024-09-23 17:38:43.434200+00:00, 2024-09-23 17:38:47.722191+00:00, 0:00:04.287991
ABC934, 2024-09-23 17:38:33.407955+00:00, 2024-09-23 17:38:52.726248+00:00, 0:00:19.318293
ABC324, 2024-09-23 17:38:23.402690+00:00, 2024-09-23 17:39:02.749887+00:00, 0:00:39.347197
ABC815, 2024-09-23 17:37:38.351712+00:00, 2024-09-23 17:39:07.753805+00:00, 0:01:29.402093
ABC926, 2024-09-23 17:38:53.445600+00:00, 2024-09-23 17:39:12.756128+00:00, 0:00:19.310528
ABC304, 2024-09-23 17:39:08.472478+00:00, 2024-09-23 17:39:22.771372+00:00, 0:00:14.298894
ABC947, 2024-09-23 17:39:23.505389+00:00, 2024-09-23 17:39:32.789893+00:00, 0:00:09.284504
ABC233, 2024-09-23 17:39:18.499326+00:00, 2024-09-23 17:39:37.794706+00:00, 0:00:19.295380
ABC90, 2024-09-23 17:39:33.514537+00:00, 2024-09-23 17:39:42.797919+00:00, 0:00:09.283382
ABC694, 2024-09-23 17:39:13.487253+00:00, 2024-09-23 17:39:52.815889+00:00, 0:00:39.328636
ABC269, 2024-09-23 17:38:38.414195+00:00, 2024-09-23 17:39:57.821967+00:00, 0:01:19.407772
ABC111, 2024-09-23 17:39:03.464555+00:00, 2024-09-23 17:40:02.824967+00:00, 0:00:59.360412
ABC116, 2024-09-23 17:39:43.542189+00:00, 2024-09-23 17:40:07.831303+00:00, 0:00:24.289114
ABC975, 2024-09-23 17:39:58.557135+00:00, 2024-09-23 17:40:17.840026+00:00, 0:00:19.282891
ABC892, 2024-09-23 17:40:13.581724+00:00, 2024-09-23 17:40:22.843978+00:00, 0:00:09.262254
ABC138, 2024-09-23 17:39:28.509233+00:00, 2024-09-23 17:40:27.847729+00:00, 0:00:59.338496
ABC760, 2024-09-23 17:39:53.553276+00:00, 2024-09-23 17:40:32.854859+00:00, 0:00:39.301583
ABC918, 2024-09-23 17:39:38.536854+00:00, 2024-09-23 17:40:37.861054+00:00, 0:00:59.324200
ABC193, 2024-09-23 17:40:03.564290+00:00, 2024-09-23 17:40:42.864334+00:00, 0:00:39.300044
ABC67, 2024-09-23 17:40:33.600217+00:00, 2024-09-23 17:40:47.867075+00:00, 0:00:14.266858
ABC595, 2024-09-23 17:40:43.609077+00:00, 2024-09-23 17:40:57.876216+00:00, 0:00:14.267139
ABC443, 2024-09-23 17:40:08.572288+00:00, 2024-09-23 17:41:02.884563+00:00, 0:00:54.312275
ABC1, 2024-09-23 17:38:48.438447+00:00, 2024-09-23 17:41:07.890691+00:00, 0:02:19.452244
ABC32, 2024-09-23 17:41:03.631523+00:00, 2024-09-23 17:41:12.893893+00:00, 0:00:09.262370
ABC3, 2024-09-23 17:40:18.584614+00:00, 2024-09-23 17:41:17.909114+00:00, 0:00:59.324500
ABC393, 2024-09-23 17:37:03.309847+00:00, 2024-09-23 17:41:22.912766+00:00, 0:04:19.602919
ABC705, 2024-09-23 17:40:48.614587+00:00, 2024-09-23 17:41:27.916068+00:00, 0:00:39.301481
ABC12, 2024-09-23 17:40:23.592755+00:00, 2024-09-23 17:41:32.921537+00:00, 0:01:09.328782
ABC125, 2024-09-23 17:41:18.652897+00:00, 2024-09-23 17:41:37.927061+00:00, 0:00:19.274164
ABC625, 2024-09-23 17:40:38.603418+00:00, 2024-09-23 17:41:42.929813+00:00, 0:01:04.326395
ABC699, 2024-09-23 17:38:28.404792+00:00, 2024-09-23 17:41:47.938003+00:00, 0:03:19.533211
ABC476, 2024-09-23 17:41:38.697107+00:00, 2024-09-23 17:41:52.947186+00:00, 0:00:14.250079
ABC800, 2024-09-23 17:39:48.549764+00:00, 2024-09-23 17:41:57.951679+00:00, 0:02:09.401915
ABC673, 2024-09-23 17:41:13.649596+00:00, 2024-09-23 17:42:07.970639+00:00, 0:00:54.321043
ABC770, 2024-09-23 17:42:08.742731+00:00, 2024-09-23 17:42:12.973769+00:00, 0:00:04.231038
ABC446, 2024-09-23 17:42:13.747480+00:00, 2024-09-23 17:42:27.989280+00:00, 0:00:14.241800
ABC20, 2024-09-23 17:40:53.623316+00:00, 2024-09-23 17:42:32.993995+00:00, 0:01:39.370679
ABC350, 2024-09-23 17:42:03.730015+00:00, 2024-09-23 17:42:37.997497+00:00, 0:00:34.267482
ABC42, 2024-09-23 17:41:28.680846+00:00, 2024-09-23 17:42:43.002783+00:00, 0:01:14.321937
ABC953, 2024-09-23 17:40:58.627691+00:00, 2024-09-23 17:42:48.008642+00:00, 0:01:49.380951
ABC272, 2024-09-23 17:42:43.788619+00:00, 2024-09-23 17:42:53.012529+00:00, 0:00:09.223910
ABC961, 2024-09-23 17:42:48.808092+00:00, 2024-09-23 17:43:08.034898+00:00, 0:00:19.226806
ABC135, 2024-09-23 17:43:08.826703+00:00, 2024-09-23 17:43:13.041334+00:00, 0:00:04.214631
ABC698, 2024-09-23 17:43:18.836645+00:00, 2024-09-23 17:43:23.067901+00:00, 0:00:04.231256
ABC74, 2024-09-23 17:41:23.662906+00:00, 2024-09-23 17:43:28.071491+00:00, 0:02:04.408585
ABC59, 2024-09-23 17:41:48.704121+00:00, 2024-09-23 17:43:33.074833+00:00, 0:01:44.370712
ABC388, 2024-09-23 17:42:28.770387+00:00, 2024-09-23 17:43:38.077455+00:00, 0:01:09.307068
ABC747, 2024-09-23 17:41:58.721695+00:00, 2024-09-23 17:43:48.096545+00:00, 0:01:49.374850
ABC610, 2024-09-23 17:42:18.757488+00:00, 2024-09-23 17:43:53.104486+00:00, 0:01:34.346998
